regimen,n,mediana_mase_ganador,mediana_mase_naive,tasa_victoria,n_pares_validos
estacional_con_tendencia,21,0.7191288888101359,1.1245206406496728,0.8095238095238095,21
estacional_plano,31,0.6646820011990647,0.9401860166773572,0.9354838709677419,31
no_estacional_con_tendencia,42,0.6337836140704467,0.7019705639746547,0.5714285714285714,42
no_estacional_plano,56,0.7811582208659625,0.78252482633223,0.44642857142857145,56
