unique_id,n_obs,estado,regimen,ganador,mase_naive,mase_seasonal_naive,mase_ganador,outer_block
M728,48,ok,no_estacional_plano,auto_arima,0.9962901131515489,1.1521981079577073,1.2964545854082496,6
M607,48,ok,no_estacional_plano,linear_regression,0.6200378071833648,2.1249212350346567,1.6704493494500163,6
M279,48,ok,estacional_con_tendencia,holt_winters,0.9893992932862191,1.1071849234393403,0.6050691536131448,6
M1121,48,ok,no_estacional_con_tendencia,naive,0.08928040946505321,0.6306738528711379,0.08928040946505321,6
M428,48,ok,estacional_plano,naive,0.8952287260206592,0.8976881455976391,0.8952287260206592,6
M1035,48,ok,no_estacional_con_tendencia,ses,0.7022015095430243,1.0403702715621213,0.6980605158072227,6
M270,48,ok,no_estacional_con_tendencia,linear_regression,0.8291111111111111,1.2937777777777777,1.1844013392087627,6
M1073,48,ok,no_estacional_plano,naive,1.1431498307500445,3.875022269730982,1.1431498307500445,6
M587,48,ok,no_estacional_plano,holt,0.9695603156708005,0.6200676437429538,1.0148047573747438,6
M391,48,ok,estacional_plano,auto_arima,0.9401860166773572,0.9160786829163994,0.91128928010874,6
M225,48,ok,no_estacional_con_tendencia,ses,0.7017396184062851,0.6212121212121212,0.5586289086848841,6
M401,48,ok,estacional_plano,auto_arima,0.44826503375726173,0.5534620819594913,0.711175835236104,6
M1273,48,ok,no_estacional_plano,ses,0.7125668449197862,2.9648760330578514,0.7178952549047092,6
M891,48,ok,no_estacional_plano,naive,1.1281446540880502,4.029088050314465,1.1281446540880502,6
M1323,48,ok,no_estacional_con_tendencia,auto_theta,0.8158863404470101,0.9530769063698248,0.4986402024681029,6
M434,48,ok,no_estacional_plano,mean,0.7844628861226373,0.7372060857538036,0.7495147870835112,6
M142,48,ok,no_estacional_con_tendencia,holt,0.6972789115646258,1.1993197278911565,0.8006889267677798,6
M943,48,ok,estacional_plano,auto_sarima,0.5191107963058817,1.3489252731086714,0.48928947620911245,6
M493,48,ok,no_estacional_plano,auto_sarima,0.1564626401301858,1.6025982092928293,0.19065890819246617,6
M1256,48,ok,no_estacional_plano,naive,0.6843569441472288,0.8993152150652686,0.6843569441472288,6
M75,48,ok,no_estacional_con_tendencia,linear_regression,0.28494208494208495,0.32847490347490343,0.2458200140198322,6
M539,48,ok,no_estacional_plano,naive,1.1196200653012764,2.5982487384980706,1.1196200653012764,6
M20,48,ok,no_estacional_con_tendencia,linear_regression,1.054749340369393,1.343227792436236,1.1221515641074695,6
M440,48,ok,no_estacional_plano,linear_regression,0.6591785045699814,0.9413610835811035,0.6502308691405652,6
M214,48,ok,no_estacional_con_tendencia,weighted_moving_average,0.6243654822335026,0.7655910079767948,0.7585297316896302,6
M1400,48,ok,no_estacional_con_tendencia,holt,0.7660131344548065,7.934730958566523,0.6086592879026426,6
M1378,48,ok,estacional_plano,mean,1.6059787788296587,0.8787512972022787,1.0491435161161131,6
M1396,48,ok,estacional_plano,auto_ets,1.9057815845824413,0.5781584582441114,0.48535614500651086,6
M72,48,ok,no_estacional_plano,mean,0.894526207074619,1.2332816937774336,0.8460029605062556,6
M276,48,ok,no_estacional_con_tendencia,ses,0.40221114917471196,0.515000519049102,0.27432168057807355,6
M522,48,ok,no_estacional_con_tendencia,ses,0.46621943096393564,1.172376058616424,1.3150398678508477,6
M609,48,ok,no_estacional_plano,weighted_moving_average,0.6052006215154009,1.5926332145142128,0.6448290832647839,6
M1080,48,ok,estacional_plano,auto_ets,0.5789473684210527,0.6842105263157895,0.23795885379793139,6
M636,48,ok,no_estacional_plano,mean,0.8029166666666667,0.9054166666666666,0.7035569265344638,6
M771,48,ok,no_estacional_plano,auto_sarima,0.8115849777211968,1.9414385741565883,0.5090564872197773,6
M1338,48,ok,estacional_plano,auto_ets,0.520745200130166,0.42914090465343313,0.35429589596201766,6
M1014,48,ok,no_estacional_plano,auto_arima,0.8781811790153664,3.218961931500677,1.0560236381777783,6
M725,48,ok,no_estacional_plano,holt,0.9699055304366467,2.0261315499088677,1.500453724883142,6
M666,48,ok,estacional_plano,auto_sarima,0.8426113360323888,1.3183198380566803,0.44493826279095133,6
M1251,48,ok,no_estacional_plano,holt,0.6357385446244641,2.30498023495351,1.3294218445139343,6
M615,48,ok,estacional_con_tendencia,holt,0.6506598240469208,0.6359970674486803,0.5178347413555688,6
M1011,48,ok,estacional_plano,holt_winters,0.7622641247230638,1.6882190875318166,0.5053909805651681,6
M689,48,ok,estacional_plano,auto_theta,7.45937318630296,0.9852002321532212,1.3943170760628272,6
M1307,48,ok,no_estacional_plano,naive,1.193121693121693,3.3624338624338623,1.193121693121693,6
M1155,48,ok,no_estacional_plano,naive,0.13877671288407953,0.32326693527130324,0.13877671288407953,6
M680,48,ok,estacional_plano,auto_sarima,0.5285118219749653,1.7524339360222532,0.5116013951767334,6
M533,48,ok,no_estacional_plano,naive,6.305467372134039,5.563080540858319,6.305467372134039,6
M1217,48,ok,no_estacional_plano,ses,0.6700165257333466,0.746067153042678,0.6815067853832905,6
M510,48,ok,estacional_plano,auto_sarima,1.705574912891986,2.0165505226480835,1.3788519836567428,6
M300,48,ok,no_estacional_con_tendencia,linear_regression,0.47861635220125787,0.8213836477987421,0.3382123648559333,6
M250,48,ok,no_estacional_con_tendencia,ses,0.9288600288600288,0.7927849927849928,0.6107977596496894,6
M816,48,ok,no_estacional_con_tendencia,holt,0.14763374485596706,4.165380658436214,0.11878899307842747,6
M369,48,ok,no_estacional_plano,linear_regression,1.1781609195402298,0.997971602434077,1.018614707255139,6
M880,48,ok,no_estacional_plano,naive,0.7805867665418227,3.2119225967540572,0.7805867665418227,6
M74,48,ok,no_estacional_con_tendencia,linear_regression,1.0935804701627487,0.8201853526220615,0.5969514626628978,6
M224,48,ok,no_estacional_con_tendencia,holt,1.2337962962962963,1.2337962962962963,0.6228167502790721,6
M1015,48,ok,no_estacional_plano,auto_arima,0.5261856960904949,1.5759018198303218,0.48685335756298426,6
M727,48,ok,estacional_plano,seasonal_naive,0.5738786279683378,0.2836411609498681,0.2836411609498681,6
M1265,48,ok,no_estacional_con_tendencia,auto_arima,1.8101735236495942,9.08816120906801,1.6780236194666915,6
M1190,48,ok,no_estacional_con_tendencia,naive,1.1288786174208294,4.983898419018688,1.1288786174208294,6
M346,48,ok,estacional_plano,weighted_moving_average,0.9838709677419355,0.8774193548387097,0.7367741935483874,6
M681,48,ok,estacional_plano,auto_ets,0.8282582216808769,0.4445797807551766,0.17150084631466248,6
M128,48,ok,no_estacional_plano,moving_average,0.6417089678510998,1.031937394247039,0.5318668922729836,6
M238,48,ok,no_estacional_con_tendencia,holt,1.0029569892473118,0.6392473118279569,0.6555561537278735,6
M565,48,ok,estacional_plano,seasonal_naive,1.3974663499604119,1.250989707046714,1.250989707046714,6
M490,48,ok,estacional_plano,holt,1.7798929570611846,1.058873616348376,1.5346105024141306,6
M829,48,ok,estacional_plano,auto_sarima,0.4824561403508772,0.37719298245614036,0.3456125265176237,6
M443,48,ok,no_estacional_con_tendencia,auto_arima,0.5203501094091904,0.4754923413566739,0.4443952259634232,6
M762,48,ok,estacional_con_tendencia,seasonal_naive,0.6578094620868438,1.0628645495787425,1.0628645495787425,6
M1064,48,ok,estacional_con_tendencia,auto_theta,1.9871794871794872,2.264957264957265,0.279118360810406,6
M476,48,ok,estacional_plano,seasonal_naive,4.249966445035092,1.6968950197379717,1.6968950197379717,6
M935,48,ok,estacional_con_tendencia,auto_sarima,1.1694677914687426,1.6512821382572032,0.33529725976006713,6
M78,48,ok,no_estacional_con_tendencia,holt,0.5438596491228069,0.7631578947368421,0.6278926082082612,6
M87,48,ok,no_estacional_plano,linear_regression,1.565304755525787,1.7026121902210314,0.7993037510746352,6
M496,48,ok,estacional_con_tendencia,auto_theta,1.0,0.6851851851851851,0.6830394230824106,6
M535,48,ok,no_estacional_con_tendencia,linear_regression,0.5647682119205298,0.5086534216335541,0.36140121562215544,6
M110,48,ok,estacional_con_tendencia,ses,0.5642633228840126,1.1755485893416928,0.5194741196273303,6
M1074,48,ok,estacional_con_tendencia,auto_arima,2.7941176470588234,1.2745098039215685,3.0585065185471283,6
M383,48,ok,estacional_con_tendencia,auto_theta,0.6194498592159411,0.571799870045484,0.4731026174326407,6
M258,48,ok,no_estacional_con_tendencia,linear_regression,0.5844298245614036,0.8391812865497076,0.53651301940713,6
M736,48,ok,no_estacional_plano,ses,0.5151377535573721,0.9744171964880411,0.5115163412634728,6
M1282,48,ok,no_estacional_con_tendencia,holt,0.586552217453505,1.7889842632331903,0.6202221424954552,6
M64,48,ok,no_estacional_plano,mean,0.6091987365435442,0.5391607039257397,0.3553073488887157,6
M970,48,ok,no_estacional_con_tendencia,holt,0.7609966946351385,3.7085558098143907,0.5683693316098908,6
M394,48,ok,estacional_con_tendencia,holt_winters,0.8856259659969089,0.6877897990726429,0.9455947579627759,6
M747,48,ok,estacional_plano,seasonal_naive,1.4860005894488655,0.6147951665193044,0.6147951665193044,6
M132,48,ok,estacional_plano,auto_arima,0.8896103896103896,1.2402597402597402,0.7476251541733588,6
M216,48,ok,no_estacional_plano,linear_regression,0.9046095800524934,1.1635498687664043,1.0057751272238495,6
M85,48,ok,no_estacional_con_tendencia,naive,1.2589427033871479,2.336182336182336,1.2589427033871479,6
M1395,48,ok,estacional_plano,auto_sarima,1.6880341880341878,1.7094017094017095,1.3042885570285747,6
M979,48,ok,no_estacional_plano,holt,0.8618618618618619,5.609344638756404,0.8529219376356607,6
M135,48,ok,no_estacional_con_tendencia,auto_arima,1.1430303030303028,1.2672727272727273,0.8296126313934212,6
M812,48,ok,no_estacional_con_tendencia,linear_regression,0.37389504307933313,3.6059080228264517,0.593541695401863,6
M103,48,ok,no_estacional_con_tendencia,linear_regression,1.147582697201018,1.2606022052586938,0.8276433135983399,6
M303,48,ok,estacional_plano,holt,0.677570093457944,0.5529595015576324,0.6646820011990647,6
M1417,48,ok,no_estacional_con_tendencia,naive,0.6399599046835363,5.3706955965149135,0.6399599046835363,6
M1039,48,ok,no_estacional_plano,auto_arima,0.7613617853070533,4.837541401965576,0.8808257620344896,6
M795,48,ok,estacional_plano,auto_sarima,1.669433962264151,1.1735849056603773,0.415885815727166,6
M1296,48,ok,no_estacional_con_tendencia,auto_arima,1.5840071877807727,6.17026055705301,1.365680186400027,6
M1175,48,ok,no_estacional_con_tendencia,linear_regression,0.4908566444604657,1.4017240154319615,0.3168738533504843,6
M1346,48,ok,estacional_plano,auto_ets,1.3001144523543124,0.6159267323734137,0.21277559895486056,6
M511,48,ok,estacional_con_tendencia,auto_sarima,1.1245206406496728,1.0856079404466499,0.7943189426379822,6
M149,48,ok,no_estacional_plano,holt,0.9474789915966386,1.5982726423902895,0.7857138442303941,6
M585,48,ok,no_estacional_plano,auto_arima,0.3151981076286221,4.798844561706773,0.462930339633169,6
M204,48,ok,no_estacional_plano,ses,1.126828038325769,1.1750714405782485,1.0252325291690294,6
M1046,48,ok,no_estacional_con_tendencia,naive,1.0047690921463148,4.368203157170556,1.0047690921463148,6
M1088,48,ok,no_estacional_con_tendencia,auto_arima,0.2642062097246632,7.1910410913047125,0.29251401790944853,6
M817,48,ok,no_estacional_plano,auto_arima,0.3368544600938967,1.278672032193159,0.297897874695143,6
M933,48,ok,estacional_con_tendencia,auto_sarima,2.006926722566533,2.5587445729625826,0.36925565007711864,6
M409,48,ok,no_estacional_plano,weighted_moving_average,0.6490106544901066,0.49299847792998475,0.7357534246575342,6
M1324,48,ok,estacional_con_tendencia,holt_winters,1.6252940144048875,1.5837546314238327,0.8744210095321793,6
M1353,48,ok,estacional_con_tendencia,holt_winters,1.9108396946564885,0.7419847328244276,0.7636217383027231,9
M206,48,ok,no_estacional_plano,linear_regression,0.6935050993022007,1.0708534621578099,0.7971235379427056,9
M1041,48,ok,no_estacional_plano,naive,1.5787619728784312,4.2431229675295095,1.5787619728784312,9
M516,48,ok,no_estacional_plano,auto_arima,0.7502295684113867,0.6499081726354453,0.7298969097422876,9
M201,48,ok,estacional_con_tendencia,holt,1.0343811394891946,0.9990176817288803,0.8217381798105556,9
M1143,48,ok,no_estacional_plano,holt,0.8701243987843414,5.895491354136361,1.0350606434508824,9
M914,48,ok,no_estacional_con_tendencia,auto_arima,0.5297614625560243,3.070732980423945,0.7512727337978896,9
M100,48,ok,estacional_con_tendencia,linear_regression,0.7599717482621464,0.7571465744767852,0.6550307198047894,9
M635,48,ok,no_estacional_plano,auto_arima,0.6063358956440718,2.739576054041463,0.5371358510563561,9
M708,48,ok,estacional_plano,auto_ets,0.6886307565789475,0.6065995065789473,0.5228574400789053,9
M750,48,ok,estacional_plano,holt_winters,1.0506421270275779,0.41882407757942863,1.1110781779531174,9
M1414,48,ok,no_estacional_con_tendencia,holt,0.9356647781622914,10.166345877194772,0.6580321616039633,9
M899,48,ok,no_estacional_con_tendencia,holt,0.9463718725543605,7.46128968979163,0.9760727568673818,9
M353,48,ok,no_estacional_plano,mean,0.5325325325325325,0.912912912912913,0.5360485874027637,9
M223,48,ok,no_estacional_plano,linear_regression,0.5589984350547731,0.8563380281690142,0.40547579635588804,9
M362,48,ok,no_estacional_plano,linear_regression,0.7403348554033485,0.8213089802130897,0.5473412346744625,9
M905,48,ok,no_estacional_plano,holt,0.7883104758299664,6.078487350608811,0.5956271869479135,9
M474,48,ok,no_estacional_plano,auto_arima,0.3635246621028612,0.40854835878532564,0.33985993641065454,9
M460,48,ok,no_estacional_con_tendencia,naive,0.5497390007457121,0.9861297539149888,0.5497390007457121,9
M662,48,ok,estacional_con_tendencia,auto_sarima,1.0019631901840491,0.9666257668711656,0.42934081823887027,9
M792,48,ok,no_estacional_plano,moving_average,1.4064824703122576,2.07313088164152,0.9868789762406783,9
M1177,48,ok,estacional_con_tendencia,seasonal_naive,0.8361244019138755,0.7093301435406698,0.7093301435406698,9
M604,48,ok,no_estacional_con_tendencia,ses,0.7686008423685694,1.0777243764144318,0.5527157890175287,9
M1303,48,ok,no_estacional_plano,holt,0.8902536108267941,6.313886045718186,1.036195879108306,9
M695,48,ok,estacional_con_tendencia,auto_ets,2.5361757105943155,0.6201550387596899,0.6601457752200818,9
M745,48,ok,estacional_plano,auto_ets,2.2476658476658478,0.8373464373464373,0.7746379408073891,9
M932,48,ok,estacional_plano,holt_winters,3.115583717575175,2.2881672371361486,0.5811819385221598,9
M126,48,ok,no_estacional_plano,mean,0.5619612495057335,0.631079478054567,0.5109942810077598,9
M1060,48,ok,no_estacional_con_tendencia,holt,1.1267113095238097,9.493874007936508,1.1220050906938077,9
M1366,48,ok,no_estacional_plano,ses,0.692167577413479,2.7225258044930176,0.691745826288822,9
M547,48,ok,no_estacional_plano,naive,1.6808846761453395,2.7814639283833595,1.6808846761453395,9
M267,48,ok,no_estacional_con_tendencia,holt,1.3091157158693614,1.0369233393024644,0.7049838888381978,9
M623,48,ok,estacional_con_tendencia,holt_winters,0.875,0.65,0.6177494842878414,9
M764,48,ok,estacional_plano,holt,1.7671232876712328,1.4136986301369863,1.5380903656831941,9
M150,48,ok,no_estacional_plano,holt,0.3311546840958605,0.6778322440087147,0.2993188729388321,9
M380,48,ok,no_estacional_plano,mean,1.28539797979798,0.8751515151515151,1.0071485465296666,9
M709,48,ok,no_estacional_plano,auto_arima,1.39484126984127,1.279651675485009,1.2022985056094568,9
M450,48,ok,no_estacional_plano,ses,0.6116165150454864,0.7238939429282327,0.6002896923187909,9
M802,48,ok,estacional_con_tendencia,auto_sarima,1.9078212290502794,0.9748603351955307,0.7972400471812943,9
M728,48,ok,no_estacional_plano,mean,1.0022702991452992,1.0860042735042734,0.8166148161014617,9
M607,48,ok,no_estacional_plano,linear_regression,0.5664209664209664,1.4253890253890256,1.1993687756320197,9
M279,48,ok,estacional_con_tendencia,linear_regression,1.1012658227848102,1.3755274261603376,1.0458973757427557,9
M1121,48,ok,no_estacional_con_tendencia,auto_theta,0.07177076962538942,0.5708761204515376,0.06465298725959945,9
M428,48,ok,estacional_plano,seasonal_naive,0.8247142079477409,0.9161676646706588,0.9161676646706588,9
M1035,48,ok,no_estacional_con_tendencia,ses,0.630501104468851,0.8887035234873412,0.5958793657007774,9
M270,48,ok,no_estacional_con_tendencia,linear_regression,0.9464661167717936,0.9771955361475013,1.1192694357618225,9
M1073,48,ok,no_estacional_plano,ses,1.3698537834377738,3.466882285560273,1.370359089776272,9
M587,48,ok,no_estacional_plano,auto_arima,1.1182370018474532,1.0380047505938244,1.1069731725099672,9
M391,48,ok,estacional_plano,auto_arima,0.8943552366852674,0.8582925255286034,0.788158758472555,9
M225,48,ok,no_estacional_con_tendencia,ses,0.9182156133828996,1.103951535178301,0.766666874296824,9
M401,48,ok,estacional_plano,auto_arima,0.7570403092214246,0.9061292103810049,0.831529414989249,9
M1273,48,ok,no_estacional_plano,ses,0.5233382813788553,3.376106437957007,0.5273343991318066,9
M891,48,ok,no_estacional_plano,ses,0.8158883521202361,2.7332259796027913,0.9569429124668581,9
M1323,48,ok,no_estacional_con_tendencia,auto_theta,0.6378836257038586,0.7846565602607802,0.39348536541377205,9
M434,48,ok,no_estacional_plano,mean,0.7169811320754716,1.082365747460087,0.6399005420172984,9
M142,48,ok,no_estacional_con_tendencia,holt,0.508068234209313,1.3373290302750884,0.6755193768237083,9
M943,48,ok,estacional_plano,auto_arima,0.43501485460492756,1.196200822254899,0.4377210568390397,9
M493,48,ok,no_estacional_plano,naive,0.6077375017157942,5.696881998602929,0.6077375017157942,9
M1256,48,ok,no_estacional_plano,naive,1.228919024499135,1.6530498353702776,1.228919024499135,9
M75,48,ok,no_estacional_con_tendencia,auto_arima,0.6159835775465422,0.5119747056463982,0.3862502122219697,9
M539,48,ok,no_estacional_plano,holt_winters,0.6329113924050633,1.286919831223629,0.7352183947290858,9
M20,48,ok,no_estacional_con_tendencia,auto_arima,1.0480266286257727,1.162466317958472,1.0081108085908939,9
M440,48,ok,no_estacional_plano,linear_regression,0.8378678511937813,1.184342032204331,0.8250562715583295,9
M214,48,ok,no_estacional_con_tendencia,moving_average,0.6903749516814843,0.8274706867671693,0.8013572134175149,9
M1400,48,ok,no_estacional_con_tendencia,holt,0.8125429138510004,7.469039989809017,0.4899206060320542,9
M1378,48,ok,estacional_plano,mean,1.5935059208868732,0.8924949609473419,0.9862616433696514,9
M1396,48,ok,estacional_plano,auto_ets,1.8356164383561642,0.5684931506849316,0.5153864667496783,9
M72,48,ok,no_estacional_plano,ses,0.7211975407645014,0.9514390091775817,0.6457680435734752,9
M276,48,ok,no_estacional_con_tendencia,holt,0.4145851277634223,0.526414010910135,0.4080775601201229,9
M522,48,ok,no_estacional_con_tendencia,ses,0.5539433024318151,1.0351336826548434,1.252361995420445,9
M609,48,ok,no_estacional_plano,mean,0.7904040404040404,1.25,0.8946899255016627,9
M1080,48,ok,estacional_plano,auto_ets,0.4979253112033195,1.0331950207468878,0.25208540836509463,9
M636,48,ok,no_estacional_plano,holt_winters,0.7717041800643086,1.090032154340836,0.9828809111682791,9
M771,48,ok,no_estacional_plano,seasonal_naive,0.9976470588235293,2.131764705882353,2.131764705882353,9
M1338,48,ok,estacional_plano,auto_ets,0.44301362543414374,0.5658562650280524,0.396460114903512,9
M1014,48,ok,no_estacional_plano,naive,0.9422630653575004,2.9796593547186054,0.9422630653575004,9
M725,48,ok,no_estacional_plano,moving_average,0.705825235747569,1.556918109185816,1.0067301069091368,9
M666,48,ok,estacional_plano,holt_winters,1.043558282208589,1.5957055214723925,0.5642631715562413,9
M1251,48,ok,no_estacional_plano,ses,0.7678847350149499,2.3799088957116767,0.7643155856595671,9
M615,48,ok,estacional_con_tendencia,linear_regression,0.6454367301231803,0.8738801791713325,0.5391373220930793,9
M1011,48,ok,estacional_plano,auto_sarima,1.4102613491510088,1.5674771789720099,0.6204887755104329,9
M689,48,ok,estacional_plano,holt_winters,4.86425787291963,0.8281878364165067,1.3568403106005058,9
M1307,48,ok,no_estacional_plano,auto_arima,0.9421487603305786,2.8264462809917354,0.9387752416482011,9
M1155,48,ok,no_estacional_plano,naive,1.400573114493204,3.251152387596584,1.400573114493204,9
M680,48,ok,estacional_plano,auto_sarima,0.4897959183673469,1.2463556851311954,0.46890152256765444,9
M533,48,ok,no_estacional_plano,holt,5.359515218799149,4.876121750393191,5.413947935307533,9
M1217,48,ok,no_estacional_plano,holt,0.5519114305036913,0.9372812198669472,0.6356345025051359,9
M510,48,ok,estacional_plano,auto_sarima,1.4369254840602383,1.7261881478584002,1.4328984614689262,9
M300,48,ok,no_estacional_con_tendencia,linear_regression,0.3568407960199005,1.0205016583747928,0.24493457797180046,9
M250,48,ok,no_estacional_con_tendencia,ses,0.7370934049537451,0.6463742166517458,0.5698404094249866,9
M816,48,ok,no_estacional_con_tendencia,holt,0.17260656883298392,5.921733053808525,0.08169291655920817,9
M369,48,ok,no_estacional_plano,ses,0.8304577869795261,1.1976075454336323,0.7576098564650086,9
M880,48,ok,no_estacional_plano,naive,0.6511477529906239,2.956784136221575,0.6511477529906239,9
M74,48,ok,no_estacional_con_tendencia,linear_regression,1.2606837606837606,0.9391025641025641,0.7496093628745647,9
M224,48,ok,no_estacional_con_tendencia,holt,1.3419465977605514,1.0473729543496986,0.7671838684854823,9
M1015,48,ok,no_estacional_plano,auto_arima,0.4943462976646291,1.4543934678280082,0.46389160226681564,9
M727,48,ok,estacional_plano,seasonal_naive,0.4574898785425101,0.24291497975708504,0.24291497975708504,9
M1265,48,ok,no_estacional_con_tendencia,auto_arima,1.3795195459660452,7.868095307989628,1.2375813260782673,9
M1190,48,ok,no_estacional_con_tendencia,naive,1.1340725368242488,5.2502691592951996,1.1340725368242488,9
M346,48,ok,estacional_plano,seasonal_naive,1.0748546511627908,0.9723837209302325,0.9723837209302325,9
M681,48,ok,estacional_plano,holt_winters,0.7866323907455013,0.4473007712082262,0.30930978336635495,9
M128,48,ok,no_estacional_plano,holt,0.6500074371560315,1.0287074222817194,0.4953492703727049,9
M238,48,ok,no_estacional_con_tendencia,holt,1.2961601307189543,0.8925653594771241,0.8053368038944064,9
M565,48,ok,estacional_plano,auto_sarima,1.5098360655737704,0.8827868852459017,0.501564678047713,9
M490,48,ok,estacional_plano,auto_sarima,1.3386860341151385,0.9826759061833688,0.8396506387811634,9
M829,48,ok,estacional_plano,auto_sarima,0.6424581005586592,0.4245810055865922,0.379732686554764,9
M443,48,ok,no_estacional_con_tendencia,linear_regression,0.7717385495163274,0.5625567847790071,0.5664941886505421,9
M762,48,ok,estacional_con_tendencia,auto_ets,0.710204081632653,0.8183673469387754,0.8862881351871749,9
M1064,48,ok,estacional_con_tendencia,auto_theta,1.864864864864865,2.513513513513513,0.33110086665294647,9
M476,48,ok,estacional_plano,auto_ets,3.269680337736004,1.402910476332033,1.3793939423039425,9
M935,48,ok,estacional_con_tendencia,auto_sarima,1.5527284043657235,1.363423262033948,0.46464285959080937,9
M78,48,ok,no_estacional_con_tendencia,weighted_moving_average,0.556901450575744,0.7955735008224915,0.734768954688201,9
M87,48,ok,no_estacional_plano,linear_regression,2.5032793209876543,2.554591049382716,1.3536227472629254,9
M496,48,ok,estacional_con_tendencia,auto_theta,0.7848837209302325,0.5697674418604651,0.703510983252251,9
M535,48,ok,no_estacional_con_tendencia,moving_average,0.835287221570926,0.6608050019538882,0.5898571490599624,9
M110,48,ok,estacional_con_tendencia,holt_winters,0.8153310104529615,1.1184668989547037,0.609360098229348,9
M1074,48,ok,estacional_con_tendencia,auto_sarima,2.423076923076923,1.923076923076923,1.0483521246899012,9
M383,48,ok,estacional_con_tendencia,linear_regression,0.7428894064507023,0.9547603924059568,0.6188998162988207,9
M258,48,ok,no_estacional_con_tendencia,linear_regression,0.6045676161149602,1.0563681464374306,0.4321111820647729,9
