structural_filter,tiempo_s,n_ok,n_pares_validos,mase_ganador_mediana,tasa_victoria_vs_naive
True,1185.2937891999973,150,150,0.7008087211708433,0.6333333333333333
False,1145.7639484999963,150,150,0.7151523620231199,0.6266666666666667
