unique_id,n_obs,estado,regimen,ganador,mase_naive,mase_seasonal_naive,mase_ganador,max_len,structural_filter
M216,36,ok,no_estacional_plano,linear_regression,0.8576297273526825,1.1031222515391381,0.904759176812282,36,True
M85,36,ok,no_estacional_con_tendencia,naive,1.1809403862300587,2.1914357682619645,1.1809403862300587,36,True
M1395,36,ok,estacional_plano,auto_arima,0.9058916567813364,0.9173586397785687,0.31983798307480654,36,True
M979,36,ok,no_estacional_con_tendencia,linear_regression,0.9187965921192759,5.979898828541002,1.6531342281520185,36,True
M135,36,ok,no_estacional_con_tendencia,moving_average,1.0612569610182976,1.1766109785202865,0.6921241050119332,36,True
M812,36,ok,no_estacional_con_tendencia,linear_regression,0.29808298650523396,2.874763526295876,0.3166206458474632,36,True
M103,36,ok,no_estacional_con_tendencia,linear_regression,1.075885328836425,1.1818437324339517,0.8638937047655454,36,True
M303,36,ok,no_estacional_plano,holt,0.6580594679186229,0.537037037037037,0.4596810730586275,36,True
M1417,36,ok,no_estacional_con_tendencia,naive,0.6779028677993478,5.689121959531496,0.6779028677993478,36,True
M1039,36,ok,no_estacional_plano,naive,0.8191278493557977,5.2045754872811365,0.8191278493557977,36,True
M795,36,ok,estacional_plano,auto_arima,1.7255218420486336,1.213013772326232,1.2433827826170365,36,True
M1296,36,ok,no_estacional_con_tendencia,auto_arima,1.4533799533799534,5.661421911421911,1.2579491079510952,36,True
M1175,36,ok,no_estacional_con_tendencia,holt,0.5604318759905823,1.600407834864008,0.3202455353016555,36,True
M1346,36,ok,estacional_plano,holt,0.9332582504203334,0.4421293091550628,0.6800358043405111,36,True
M511,36,ok,estacional_con_tendencia,naive,0.8349360362701781,0.8060440671113805,0.8349360362701781,36,True
M149,36,ok,no_estacional_plano,weighted_moving_average,0.9079696394686907,1.5316255534471854,0.7378399746995572,36,True
M585,36,ok,no_estacional_plano,holt,0.3744651589242054,5.701176650366748,0.5532806276020745,36,True
M204,36,ok,no_estacional_plano,ses,1.0316579634464753,1.07582680591819,0.8940749070877029,36,True
M1046,36,ok,no_estacional_con_tendencia,naive,0.9631895073359727,4.187437173162831,0.9631895073359727,36,True
M1088,36,ok,no_estacional_plano,auto_arima,0.21992416408135126,5.985793076279116,0.24348746737578175,36,True
M817,36,ok,no_estacional_plano,auto_arima,0.33263108614232206,1.2626404494382022,0.2738755118125214,36,True
M933,36,ok,estacional_con_tendencia,linear_regression,1.1837273260399184,1.509201027279529,0.9478365779824081,36,True
M409,36,ok,no_estacional_con_tendencia,weighted_moving_average,0.557280118255728,0.4233185513673318,0.6317627494456762,36,True
M1324,36,ok,estacional_con_tendencia,naive,1.493555108854664,1.4553827184316661,1.493555108854664,36,True
