n,regimen,seed,estado,outer_block,n_eval,herramienta_metodo,naive_mase,naive_mape,naive_mad,naive_mse,naive_me,seasonal_naive_mase,seasonal_naive_mape,seasonal_naive_mad,seasonal_naive_mse,seasonal_naive_me,herramienta_mase,herramienta_mape,herramienta_mad,herramienta_mse,herramienta_me,prophet_estado,prophet_mase,prophet_mape,prophet_mad,prophet_mse,prophet_me,lightgbm_estado,lightgbm_mase,lightgbm_mape,lightgbm_mad,lightgbm_mse,lightgbm_me,rep
72,plano,20336267,ok,6,6,naive,0.874536636131182,8.911605811637495,267.7033333333332,96489.39646666656,42.289999999999964,0.5174631239674983,5.109631416913541,158.39999999999986,44019.596899999975,-4.536666666666633,0.874536636131182,8.911605811637495,267.7033333333332,96489.39646666656,42.289999999999964,ok,0.5435646310337942,5.4691785717284365,166.3899002031319,39545.45416845304,13.743216639014387,ok,0.840410244979218,8.483695426616528,257.2569457395177,78457.06303038973,16.193492173822808,0
72,tendencia,20336166,ok,6,6,auto_arima,0.7452575925390322,3.998814809673232,172.04833333333318,33887.68234999991,-17.398333333333238,1.493749502967976,7.998533740682767,344.8433333333334,139108.4532666667,344.8433333333334,0.4499419988525124,2.408614302055602,103.87250230555537,12895.783642287219,-1.5736946211004579,ok,0.35416507356552773,1.8921193342180735,81.76167709238742,9520.07794388566,41.32611976808456,ok,0.5649901414475786,3.035560418028102,130.43223330962442,22109.84620490285,-17.161272035920017,0
72,estacional,20339142,ok,6,6,auto_ets,1.5231084381190831,16.888893997262507,389.115,185952.77498333334,-134.23500000000004,0.7281033604168282,8.514158381901854,186.01166666666663,48729.44991666664,-83.98499999999997,0.551638097497512,6.699606322869466,140.9293343373639,34023.38290170945,-50.999965093448246,ok,0.6021829655236424,7.14028997211358,153.84224705569656,33815.4528310834,-29.886828107506783,ok,0.9534182799643721,9.975414230443368,243.573828838135,102051.26378144427,-5.904794852801349,0
72,tendencia_estacional,20336482,ok,6,6,auto_theta,1.0553810811812219,11.482739551813985,395.60666666666674,198181.4016,-194.16666666666666,0.9237007669791394,10.06184028109881,346.24666666666667,139487.58163333332,-24.106666666666495,0.6224860094888799,7.2420803081278695,233.33715152910258,76020.28430840197,-128.80129363294577,ok,0.6932862763897124,8.19243619368787,259.8764349094716,99829.4628085869,-188.88296232234006,ok,0.6378101846300452,6.9478119651584835,239.08137601361523,68318.01789044176,-96.07943562369185,0
72,corta_erratica,20336864,ok,6,6,weighted_moving_average,2.186054677257819,435.788978440675,5424.843333333333,42105442.3218,-29.11999999999989,2.153902290809681,230.35083688510568,5345.055,40049183.43838333,2103.0383333333334,1.8086557235855178,306.9223782202728,4488.302166666667,27205309.56421241,608.2420000000003,ok,1.5032643547007534,197.10230023297476,3730.45271816604,18719297.69015343,1250.5467027002112,ok,1.8493254320078476,167.09744707866295,4589.226813656852,28371040.27050786,2399.0930479597687,0
84,plano,20348267,ok,6,6,ses,0.4193601070981224,4.816084080486972,189.6333333333332,61649.64043333326,33.55666666666669,1.0425068171278877,11.957242354900725,471.41833333333324,257261.7455833332,-125.72166666666651,0.2422504371981806,2.771129878828865,109.54489263471949,18920.254482234577,-32.09772727007893,ok,0.6211755488050154,7.153896818711725,280.8936470380472,95720.02353716503,-104.5715369006657,ok,0.5021725233428839,5.825799763766979,227.0808498425923,63511.13000887944,-88.56068982997029,0
84,tendencia,20348166,ok,6,6,linear_regression,0.5338000411678309,9.258818227364028,49.84499999999997,3928.642716666664,-0.021666666666665908,1.2697005225718399,22.851085432621243,118.56166666666668,19069.982783333344,-118.56166666666668,0.34203713556947224,5.613653587441043,31.93862815214742,2736.7552939948964,26.910893406934964,ok,0.3549363610497426,6.114370982023299,33.14312767346147,1841.6480680881639,24.50734336963696,ok,0.46112564297855557,7.883753499764939,43.058834585289,3115.2013255252,15.129389511025266,0
84,estacional,20351142,ok,6,6,auto_theta,2.124096621055571,22.86610165620883,115.24833333333333,16762.42711666667,-38.58166666666665,1.1271544261379498,12.239986113853334,61.156666666666645,4883.481199999997,-29.886666666666628,0.7749562372358177,9.570796959838262,42.04724675062823,4561.561469150366,-28.42752462599907,ok,0.951413840758638,11.362233062899406,51.62140854176792,5491.338006660254,-35.87585449178106,ok,1.021931105616659,11.302086512386849,55.44750438201903,3937.460616594482,-30.43325262079358,0
84,tendencia_estacional,20348482,ok,6,6,auto_theta,1.7928351093662367,12.753878886121225,383.595,194028.91055,-97.5116666666667,0.6287078581666355,4.453558770516041,134.51833333333335,32964.55535000002,26.628333333333483,0.7509256270752931,5.204434545532144,160.6680471690297,44453.81765085449,26.276279802201618,ok,0.6881938834777744,4.895425982521643,147.24596330890463,41468.52830088496,-56.87419235368626,ok,1.2610968346821831,9.03888308742893,269.8242787485999,134065.73960414637,-172.06763408919014,0
84,corta_erratica,20348864,ok,6,6,mean,1.5655726134753176,390.1759393309698,1152.32,1972994.6321333337,2.6200000000000045,1.1839796867089385,199.69262593775613,871.4533333333334,1460693.5347333334,266.21,0.9976479673306606,214.09302952824473,734.3062185806376,672349.6181266381,53.67335719588929,ok,1.0166211430057421,231.4102388488096,748.2711855235489,717554.5313007495,-0.22069642716191615,ok,0.841338536774075,187.93320761682966,619.2566313122893,664001.4053075063,-42.880978488861125,0
96,plano,20360267,ok,6,6,mean,1.5332279639180655,12.849542601008364,589.1783333333332,379976.3561166664,-73.49500000000005,1.3906861273089823,11.514184670709023,534.4033333333333,380355.85890000005,53.133333333333134,0.8939609480526198,7.219623669076558,343.5251859695898,154394.62446223313,154.42661184196322,ok,0.843893313122999,6.850022423885403,324.28553837902956,133967.05112896368,145.81779615232122,ok,1.1634310601459381,9.442344251406485,447.0753137148284,258816.7001511998,146.57043172952595,0
96,tendencia,20360166,ok,6,6,linear_regression,0.6484524504872253,6.777563570598688,131.2266666666667,29919.3395,-4.133333333333364,1.0021298284810702,10.750407712757713,202.79999999999995,52851.36999999999,-107.2533333333334,0.6421090447848049,7.105203119898701,129.94295806934778,22013.155229316402,-52.058847472316835,ok,0.6413828396288785,7.286466359926859,129.79599666630773,40531.15825821067,-93.4757977460386,ok,1.1137216086235417,12.265970684033697,225.38271570181155,66417.1307135898,-129.5244363528217,0
96,estacional,20363142,ok,6,6,auto_ets,0.9564259969046354,10.227031457280306,153.46333333333328,41375.38513333333,-107.70999999999997,0.6597488392384161,6.784954368755998,105.86000000000006,17864.490266666675,-17.640000000000025,0.5028987599957778,5.081566819915477,80.69262053512254,8179.804326793611,7.390784800855272,ok,0.6699615982427132,6.96550811411021,107.49868824603455,12730.350295926308,24.947442427007104,ok,0.9029458913373999,9.663665618663648,144.88218299454252,24400.306303598656,-78.7344269795911,0
96,tendencia_estacional,20360482,ok,6,6,auto_ets,0.5274461557864945,4.301658775125867,57.90500000000005,6109.66308333333,-21.85833333333335,0.9166811668163397,7.302434994172259,100.6366666666667,13084.312233333338,100.6366666666667,0.35325658061669024,2.8468468019282422,38.78182080995126,2090.5678435574396,12.126383376507647,ok,0.34015966168719425,2.7738047183464394,37.34399235619825,2142.02374258154,-2.502522028054765,ok,0.397205907326957,3.209907395879353,43.60674129754724,2574.5322167614745,-18.98783454163913,0
96,corta_erratica,20360864,ok,6,6,moving_average,1.3668269061362561,237.00974343450056,1882.8400000000001,5061031.3884333335,-15.350000000000032,0.6663442083883089,198.4898779400088,917.9066666666666,2441661.362833333,-33.77666666666664,1.0500549728830533,227.41417115803827,1446.4783333333335,2687042.0342083336,-1.5783333333334137,ok,0.9612813945815045,142.40003972483518,1324.1903951760598,2794802.0054231044,652.5316746721837,ok,0.7354318552810956,188.49292788670243,1013.0767167232076,1514102.8064836273,-77.53312975647157,0
120,plano,20384267,ok,6,6,mean,0.8240352378260055,8.577345482211516,310.0666666666666,103303.28689999995,-85.32000000000001,1.1112029252801738,12.02575699874746,418.12166666666667,299851.0931166667,-397.9016666666667,0.6127475786205263,6.534195603170757,230.5636828252418,66464.67661208048,-143.59217285373174,ok,0.7316569619625157,7.811623705255534,275.3067161759886,91019.96029048531,-189.02009897074572,ok,0.3398805710719162,3.5342759461628037,127.88971988026105,39877.014843289835,-31.793425878411046,0
120,tendencia,20384166,ok,6,6,naive,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,ok,0.032582827011187615,,1.4731503453843156,12.094264700555266,-1.4731503453843156,ok,0.025500809609384542,,1.152954790287095,1.3298200155380355,-1.152954790287095,0
120,estacional,20387142,ok,6,6,auto_ets,1.471948918651308,14.7319861250588,531.815,306560.6755166668,-188.77166666666668,1.120528028016484,11.355635284390216,404.84666666666664,186703.26246666664,50.97999999999987,0.5706056233973168,5.805109655001908,206.15975579172277,58319.56159177629,135.66728554076863,ok,0.5088109770252588,5.315464614681059,183.83335611579687,46739.16349025574,76.92916484221973,ok,0.7350118620418307,7.167818186962482,265.55971369572694,91950.58693341435,-12.297443528335483,0
120,tendencia_estacional,20384482,ok,6,6,auto_ets,1.1815162870658218,7.299913577808605,192.29999999999995,64512.80656666667,-52.25333333333333,1.121907981406174,6.8179756885593985,182.59833333333327,49878.60561666667,182.59833333333327,0.6433685356297131,3.925471287602552,104.71270752334658,18822.115409054866,38.690061868489465,ok,0.6956558339218807,4.248975695610761,113.2228292810026,19467.57330072233,56.45888300208723,ok,1.1878133769226347,7.29044560376433,193.32489520688054,43697.18397655352,97.74262286900482,0
120,corta_erratica,20384864,ok,6,6,auto_arima,0.9378705499093325,198.30859313998508,2223.4416666666666,12577437.218683332,-96.58833333333344,1.2883787224212757,224.32292111235185,3054.4033333333336,17903506.14443333,-985.8199999999998,0.7332523693503403,136.75995201969462,1738.346374511082,4407511.428405759,-291.01802749014513,ok,0.914653088076811,183.66377197180208,2168.3992388628917,6822470.2878981605,-611.8446455015766,ok,0.3884880357040499,41.412987601166435,921.0018223403828,2872588.02875244,630.2421002900627,0
150,plano,20414267,ok,6,6,holt,1.3591882798996904,13.453245054704485,497.75166666666684,293929.8950500003,90.63166666666666,1.0836469449694648,10.927229268522739,396.8450000000002,226633.2038833334,42.91166666666678,0.6801091914672218,6.807838817040081,249.06445161012752,83943.4069873017,-7.946517343833345,ok,0.7792431478427643,7.69442306634172,285.36854040997247,93419.46589406005,85.06265086352755,ok,0.6354542956242439,6.398666463274812,232.71127290827098,77859.1550142343,-0.19065920996293548,0
150,tendencia,20414166,ok,6,6,linear_regression,0.6401015683497878,6.522403119015251,231.51166666666663,82727.19508333328,34.311666666666646,0.8478176538957651,8.897972339351922,306.6383333333334,103850.84608333341,-79.1083333333335,0.4369708370854067,4.41626315786369,158.04342901264272,46439.054722980574,-13.602436250241226,ok,0.46748395195314874,4.687718025549023,169.07939959530214,47410.80723557985,14.424799037503893,ok,0.6076071814644706,6.339641084997827,219.7591104519936,74717.05864792054,-40.43711461191068,0
150,estacional,20417142,ok,6,6,auto_ets,1.3738792756383618,8.898945971329857,242.23999999999998,78565.25979999997,106.85333333333335,1.410886220294654,9.597243175135912,248.7649999999999,75824.77951666662,-59.281666666666716,0.8094179044792665,5.45675649135137,142.7151545684053,29988.31008037648,-36.78722582401989,ok,0.8700572666302291,5.8159257356658225,153.40698124336836,29319.703382787004,-7.380227470926532,ok,0.8861450408608615,6.117275605218656,156.24354956398565,36886.09930381238,-38.750319818868924,0
150,tendencia_estacional,20414482,ok,6,6,auto_ets,1.084004273479626,5.854351011719686,242.05166666666673,65260.98411666669,121.85166666666662,1.1752815370141492,6.2470675637432755,262.4333333333334,93729.44316666674,238.58333333333334,0.5649975409995766,3.002609894156284,126.16056948052824,17948.089436826438,126.16056948052824,ok,0.5337659958710445,2.820984910865866,119.18675236939255,22273.46832749445,119.18675236939255,ok,1.130753718568631,6.0679289049583,252.4905379666959,96639.90241677377,247.25602486421676,0
150,corta_erratica,20414864,ok,6,6,weighted_moving_average,1.2400332321273415,137.59330760153355,2205.405,8333815.526250001,-2.7416666666664846,1.9251180839240905,73.22965129429852,3423.8316666666665,17146057.702983335,3285.1083333333336,1.2240400221479364,145.48198053194176,2176.9610000000002,7187759.894163334,245.3329999999995,ok,1.6220058732493585,72.8381349019385,2884.745158608906,12064544.379450226,2605.663163662719,ok,1.7998405889410745,136.36551337260212,3201.025046114222,12570023.14038667,2317.3246308510447,0
180,plano,20444267,ok,6,6,holt,0.960934024242504,7.3489797558360115,378.3366666666666,207738.10829999993,60.6566666666666,0.8209521460491346,6.281700982196835,323.2233333333331,170530.3394333331,3.056666666666691,0.7328408765253124,5.523678596984522,288.53237311502943,125879.79891061579,149.1504514538627,ok,0.9076265967156192,6.766535764932856,357.3485926363034,173687.05471251256,283.1405057768413,ok,1.364061241425377,10.37695518326504,537.0549592277048,379962.05929860665,313.1361165337603,0
180,tendencia,20444166,ok,6,6,auto_arima,0.9047608584117676,5.618019117514195,251.09833333333336,143755.26314999998,-55.96833333333325,1.453530246511166,8.594439461112426,403.39833333333326,209011.83221666652,124.76166666666661,0.9479180925751097,5.765040230023986,263.0757630253235,96927.08530996634,-110.93822877169866,ok,0.9021757890778109,5.421213667468431,250.3808988916544,98011.40809532079,-69.36702883698278,ok,1.009413610922825,6.287693463417286,280.1426177870192,130302.457344129,-157.38795642933746,0
180,estacional,20447142,ok,6,6,auto_sarima,1.1874216011673433,10.485991813229994,140.2983333333334,33480.99705000001,-110.06166666666665,1.1914982098552265,11.536055962492448,140.78000000000003,33558.07346666666,0.46333333333334775,0.7176793176494534,6.655736226309237,84.79651375302221,10585.16846512384,-12.717352089950358,ok,0.7272897255243652,6.731532845806154,85.93201963078134,11476.962704925056,-17.441117236133096,ok,0.9280888345855105,8.69777524306885,109.65719046176632,16589.884843710202,-80.70926921555743,0
180,tendencia_estacional,20444482,ok,6,6,auto_ets,1.7106362929511902,10.260109289693265,410.1366666666666,206205.47676666672,-163.62333333333345,0.6655633538101878,3.9681804153693885,159.57333333333318,38729.447999999946,159.57333333333318,0.49636130420647695,3.062208755746505,119.00599303803756,23232.99700021702,-34.91739294568257,ok,0.6112280944086192,3.739815317189657,146.54608594868773,29301.980802401016,-36.12534856953539,ok,0.7918177014977931,4.714209518246249,189.8436704740443,44527.53159659388,27.67238401263906,0
180,corta_erratica,20444864,ok,6,6,mean,1.4335348191790205,362.9325363370859,3795.83,22216798.823366664,-549.0633333333332,0.5232611250942495,124.55729590132023,1385.533333333333,5948700.061433333,-949.8066666666664,1.0109621638820507,171.28235502023543,2676.907780116629,9597090.924483528,570.5478760948135,ok,1.1080148765250908,234.80254682762586,2933.8918402895165,10499178.82937934,35.23178565498324,ok,0.9940701489980998,134.2232703309281,2632.1797302645377,10761407.643872011,951.3342538129328,0
